Wallet,Name,Twitter,Pledged Tokens
0x2882898129bfB577f756350d8443265038FCe7cc,ChiefNoodle,thechiefnoodle,1000000
0xE66cbDb2d99FBf9cfcE49598A0a71b0C362FD2C9,chikin,ic3s0up,1000000
0xD378455B23Ae125626f044AC14f52F2573704c41,Chilli,ChrisSchutz14,1000000
0x96F752893C9C40611F20C962871067D0Ff235475,chillwave,elelgy,1000000
0x01e0C7b70E0E05a06c7cC8deeb97Fa03d6a77c9C,Chillzone,chillzzzone,1000000
0xd42D71C83205e59Ba0E2dFe7981D9c62Af9b4493,chimpish,17061981eth,1000000
0x7d6dEC649330D49a062A5b565D7Cd73476125601,chiz181,Ruslan82589406,1000000
0x20Ee31efB8e96d346CeB065b993494D136368E96,Choyna,choyna_x,1000000
0x15A0c0FbaBf38D5bA219f299B432A92BF4a6BAaB,Chris,ChrisLivermore9,1000000
0x2078022bD25e467483C0a691dCEAcB5C3ADfC705,Chris,ChristianS43857,1000000
0x29076261A400A9c94BA53bDD97abD89329d4707d,Chris P. Bacon,chrlzzyy,1000000
0x709C13074ed89A5d8efE996b4F1e2315d833F431,ChrisKey,ChrisKey333,1000000
0x83482fE7A166dC8B20144C4821AfCE4E710C5948,Chrizzable,chrizzable,1000000
0x6CF7f0cF30B4C247873aEFbecfC68Bfa7a88F231,Cinimini,0xcinimini,1000000
0x58fbf9cbDC92E6F036F4c83483A8A88DC0DfAA89,Claudiamirka,ClaudiaBurner,1000000
0xc55eAC912227Ee228e6e63867EA3a2bc9BB3D3f1,claudiovieira,caco_crypto,1000000
0x95607E95b3e2cdc1E31a556536C24993f05Ac42e,click0668,click0668,1000000
0x27316D50598B15823974Ef1af7272c32d0fB7433,clubcorey,coreythorn,1000000
0x49E389E7ef5A16533606fd5228cB4cA1dE02ce83,cmbarce,cmbarce1,1000000
0x5B347cBD34E8195e8b7B0Fc3ECcFa05cB2e44b76,Confugen,confugen,1000000
0x25255a36287c9DF4B2363Fd9F998CEEc7F12BEf0,Conny,conny3333,1000000
0x863a6EfECf139eE6936123dB2B830Fe58e05B724,Contraindicator,Trader88EMP,1000000
0xBc820AA15AC023898048d2088Ab5269f295Ce384,CopeingMeKenIsm,CopingMeKenIsm,1000000
0xb8cEB1a4033088C6eE25978C561bBDc0A58d1B33,Cossi,Cossishop,1000000
0x001aBa7087F49a135FFB121A40684416824E9C34,cowboycowboycowboy,cowboycowboyetc,1000000
0x2a5FD6705f41efBB190679feaeF3FF01B77Eb131,CPT GM,CPT_GM_,1000000
0x538CE85CCf6080CEc960bC5341787691217c4D97,Creaoy,creaoy,1000000
0x0dC29DF46aa9C88d11Da59206db700fE6F505000,Crispyone,realcrispyone,1000000
0x396D11058882a666dd27c1a86E8aB303E9F580BB,CrunchyKing,CrunchyKing9,1000000
0x2dC58f7Cb47B5bc558B6b0D80a03a921156BA4FC,Crypt0Cat,Techno99999,1000000
0x5D5C9503eb329A3927051DAb9948681E4efF2cb7,Crypticraphy,crypticraphy,1000000
0x3FF6b10C8eC920F70E5aa37Ac48958a42Bf86F7e,CryptoActor,Crypto_Actor,1000000
0xd55792EcAd77DFcB1d740970A09fa98A3E8B3E3f,Cryptoboomer,SKYCRYPTOBOOMER,1000000
0x938402D50E18c603BBf7CC9EC00482f20452aDAF,Cryptofablo,Cryptofabloeth,1000000
0x1B4526C51330dC7613F10d1e662354fe82171913,Cryptolady,Manu_1971_,1000000
0x19AA8a1018a8aD2C665Dbcef4eD635c16C1d8ca8,Cryptoleon,cryptoleon_xyz,1000000
0x53144CBbf9fcD0E6eC2A6A791dE33B11b8e38d5A,Cryptologist,cryptologist99,1000000
0xb058E2ec6B8b6D46E2B621e6Cfb637f7e77530D1,CryptoNFTManiac,CryptoNFTMan1ac,1000000
0x6d7e93dC6D159BDAC80955BA90b40AdBF3aF2bc7,cryptopenks,cryptopenks,1000000
0xa9e2Afb1fAe545ca53C15E49F07847C23dd03e74,Cryptorenner,Ape__Inn,1000000
0x7A113CC16828eBC1d1D95B8BeD3655D5f7c8C80C,CryptoSeixas,ThiagoSeixasBtc,1000000
0x78Ffa27D122043874DBE879B7173180FeD3ccf1D,Cryptui,Cryptui0x,1000000
0x566532E4b69af72f22A95F9F8f3F08744DF6a9a9,cssis,cssis_,1000000
0x1F8cB86C691a51F83Ab9ED18bea5C5e1D59Fa7b4,ct613,ct613_,1000000
0x8B4eA4e83703ADaaddcE2AE37007df734B8Ff654,CultOfCorvus,CultOfCorvus,1000000
0x6f37296BAA68779B4902db0D23d74f5093d1F00c,Currycutty,Cuttycurryy,1000000
0x78495152a188c643188c9da24eBef5bc6B0bF6C2,cyberh49,cyberh49,1000000
0x73E4a2B60Cf48E8BaF2B777E175a5B1E4D0C2d8f,CyberPnk.eth,Cyberpnk9462,1000000
0x9eE5E3Ff06425CF972E77c195F70Ecb18aC23d7f,Cybourgeoisie,cybourgeoisie,1000000
0x91f3ACF393dE794E7291FBF36DFc408Da617cfF0,Cyphr,CyphrETH,1000000
0x30a67598d6BD1c1D5fac50f2d35c9e2bE4d90F2d,d3aler,d3alerxyz,1000000
0xA478E7a8792b584845CfE27819761e16422154b4,daLenz,_daLenz_,1000000
0x9995F95e402Fbe3cC7A99800387C83CC08E5A148,Dan,danrosario_eth,1000000
0x900E7aD1ab18CeBb4c21F71795364E9B636831CA,Dan Polko,DanPolko,1000000
0x42c0D0c0B39DEcbbeC20c93076e675124CBE9711,dangerz0ne,1dangerz0ne,1000000
0x73D33D73ca402c7986ae15Fd210A9b002D80b8B9,Daniel,0xSlothETH,1000000
0xf40872ac67b71779Bc6DFC4719EafedC19fA4922,Danlt,Danl24044761,1000000
0xF85f9E28e0551882460e7d047Eda33973753aB0b,dannygreene,dannygreene,1000000
0x990B86889D561dC15baF5CBe0670Cc2F13396D28,DappPunk,DappPunk,1000000
0x2Ac4E93EFA49aE61dBfA89Eb2dbd72722b59ff2B,Darcy,gmcryptodarcy,1000000
0x585ebfCAd82A7de814290FCf5aC7F929c5411409,Dark0,dark0eth,1000000
0x2b2bAE06bfe5B2112Bb484AaC58878F017F7299B,dathisper,dathisper,1000000
0x80399F0EA2644839DC5F581fD3A021b0951A2Fbc,davidan,davidan,1000000
0x778252Bb7ae572Cb00F2C6EF632e9D7fA1f9b310,Davidson,Bobbyy57750352,1000000
0x51e35355097c6758EA111fD9b6f824F2ae63704e,Debussy,Debussy100,1000000
0x406daB65f990678cfa0c8B71a570AeC1C9358211,Decay,d3cay_w3w,1000000
0x9F35AF4727FB91114563D8A8f779A792cB557f3f,Deconstruct,spydenator,1000000
0xcc806728Bc66Ee8D5fa7C8fE4Bcdd11a36bD4515,DeFiczar,deficzar,1000000
0x6CF0A838cC196f00a1e3DC8fC65Ba416EA66d89a,degenboi,axrdrop_eth,1000000
0x973A10DfdE2Eb23707a613C9dBF06EA12cd6c00C,Delmond,Delmond_eth,1000000
0x5fC13C5A541041f8fa12fab492D064435eB8d2F5,DeltaSauce,delta_sauce,1000000
0xcF6f5A68d94165081A634AdA997BE3A93426C467,DeMar,Punk1376,1000000
0xf8aF5CF6d1DC53c6063bFFC3907a2E03a40a04bA,Demian,dcl_demian,1000000
0xC8364dAFB8FC5b76DF5C2eCe8f6bCE69B029389D,den1980,Shara895968,1000000
0xF6852Df0c0A18AC3a4CB4B5D470895F86d3861CE,Denis17,d_denis17,1000000
0x5306491FDeE02dB10D8F362aE1D55FD862428273,Deon,DeonteDen,1000000
0xD1edDfcc4596CC8bD0bd7495beaB9B979fc50336,dievardump,dievardump,1000000
0x0aCaDD5D3E7E2BCa0B243B656744CD928F00B212,Diffraction,diffractionator,1000000
0x5E0a0224291613e42100fACFf4586eC8bcECb244,dima66,eyes1closed,1000000
0x976982fd041E39469F7463752f542A903fd61AE4,DimSumMaxi,DimSumMaxi,1000000
0x12BCF162bcaaB6C6F829dcaA5026D72aF956864c,Diss,DissNft,1000000
0x9fA3dc85C36C84E2be1C94b8A044276729d54297,Dixxon,Dixxon333,1000000
0x8dc7F2B4c1571d6A937507780EE90Ff1831818e5,djtsoi,djtsoi,1000000
0x70cda5b3865f6a584098dd6d520a10acd6a901a7,DMac,grifterdmac,1000000
0x9f6cCBDc6E8433D3F19ea28D1A4687E6255757Ae,DocT,DocT___,1000000
0xfc84be4721ab9ba28bfc421cef450f4839d4cdb8,dojer,theWinterDojer,1000000
0xE6aC1279c124572F39A9f6552a840B039aC6d7D8,Dollar,knownasdollar,1000000
0xc78A95019C52aD9856aA764D6908E88D5b7930eE,Don Luv,don_luvat,1000000
0x303181bb006cba0f7964bff652c38ed7792ffda2,DonKihot,sotiroskig,1000000
0x504070a1a47f5bd94dD78B879e0d753e7E92BCD2,Doug Dimmadome,dimmadomecrypto,1000000
0x3756327420c93D069A9D4230f8ec8c4bc0fc6064,DouroDope,DouroDope,1000000
0x245e4cC32A57E3b9bd7c50EAe8fC90FdDd6c127b,DPOP,dpopstudios,1000000
0x52665abFD59C7Fd46aA8fA947Aae3316C722139b,Dpuck,Nfts4bob,1000000
0x2FA0bD091B78D9ef6A2fa308A562DEB8B5C5019B,Dragic,DragicMarkovic,1000000
0x46026e7d98DC41dB315a200357c9beaeC47B873a,DrDiamond,DrCharlesButler,1000000
0x19A7Aa4e54bCed0f73aef5Ffb4d8F96D2dc54E42,DrewBarman,DREWBARMAN,1000000
0x7c495dcF18106010348fa4cc1c3AB17728b5f70D,DrinkAlot,DrinkAlot13,1000000
0x48Fe093848d1a11B236C7d4450E6b6360B6bA7Ad,DrJ,DrJayDD,1000000
0xA47b31690eCA4baDB02CA78B2f90A04AB1F7E9F6,DrNelson,TrackerNFT,1000000
0x44Ed32B27AeBf445c209DAb3EA7E3a9D50F37B2A,Dro,P2thedro,1000000
0x35fFC49E7FEFC188dFf81dB3c717dB098294BC23,Dro Scott,drobot5004,1000000
0xd497813402A7aD185Ed43DfdB239A3c695818eC8,DryMark6935,DryMark6935,1000000
0xAE5d235c7c24F06a14F25f3FA8906d536fFeBb57,Dskgom,dskgom,1000000
0xaC780038C3b4248F1AA5f2e1856292A0E908ad84,DVDD,dvdd_by_zero,1000000
0x3688355e18b077C01503d9736009874C271c2077,Dwoo,d__woo,1000000
0x34a25606FaA30569a46889C42C95B984Cfda4D66,DXN,DXNdraws,1000000
0x663a35aD1211c80d39f6652194476E965A30288B,Eazy Peach,eazy_peach,1000000
0xb649516de0200e7EA9AE4c65113436C58948B72F,Ed,_ed__b___,1000000
0x6b5b15525c11C4A7729B8c3cf0aF6bDD4C1aE0C3,edu,edu_desimoni,1000000
0xbee84F1C3532f31559D70125b6eDa777dC5f8DB3,Ejder Kunt,ejderkunt,1000000
0x2a00F63Af45627fF351549106eA735Bd973Aa86E,elamnft,elamnft,1000000
0xE6De2657Eef3AA5b896632Cc4fFDCe05996EB3cE,elenimcr,elenimcr,1000000
0xB24ACeca492579f3d505d6B366Ad138340F4f2fB,eli_schein,eli_schein,1000000
0xe6fa3fb3b84b57c93a520dadaa2447ec72dfbb37,Elina,elinapnv26,1000000
0x29EDa53B9D03Bd7D86469D6abcc62dA1A1D12C7B,emmitt.base.eth,emmitt_art,1000000
0x5787b4efebb98a61ee06fbcae492597723809932,enesgo,nftbasis1,1000000
0xA95F82e86Fc4D560366b7D1bBe806b9A90aB6537,Enzo,Anton_Centr,1000000
0x50b4722535Eb9A10bE7923CDe9b866B8af95b1DB,EricF,EricCLFung,1000000
0xB46adfe7e10675b1E43F9132dA7f00A9aD3642f3,Erik Bulckens,Pistenbulcky,1000000
0x564D29d85cf45D5a1f1c7A45474c67b89F0eb29E,ErikX,ewitsoe,1000000
0x901c20dfe0e6bef2d51d2B15111bbE1335171aD1,Esquibar,theEsquibar,1000000
0x35e352E52Fc7B7Daa82c8e875C45294800bc530B,eterps,eterps,1000000
0x15F7320adb990020956D29Edb6ba17f3D468001e,evantan,evantan,1000000
0x4cc4c8FEead3e580b874B4893400B396B99F5450,evilslug,evilslug,1000000
0x94B08f4dAf6b0B1501fE4297280eC99412F66030,exlawyer,exlawyernft,1000000
0x855C82CB50759fb62336e96506abb32E6D65852d,ExoMahesh,ExoMahesh,1000000
0x9B7368aA1402fb1D7F5cE9DcEe2DAB84e86E048c,Explo,Expl0NFT,1000000
0x994d0c5e289c9750849b916cd4961e1e7ddb451e,Familydogecoin,familydogecoin,1000000
0x2db81470526aA55354A42Ceabc528849abfffD26,farmerjack,drcal__,1000000
0xef6CEE1a956ee22CCeF71B80696CB07f934Df547,FastClick,fastclick__,1000000
0xF967a7fa157F61fce791F0aCf64749DD38FEcbfB,Faust,ehfaust,1000000
0x9EC3b626Ed9EB9719B2A84465902A497C214e51c,FBM,0xfbm,1000000
0xbdac5657eDd13F47C3DD924eAa36Cf1Ec49672cc,Feddas,Feddas_eth,1000000
0x30Aa1d02C870874F9126732ea81758091D68A0B6,ferani,ferani,1000000
0x3ac61447a75149ba67639100ecc92c76fb20941c,FerCaggiano,FerCaggianoArt,1000000
0x4F479619ae63d8E740f785b8C511da61f9f25903,FerLoko,fgten4,1000000
0x7DA62744A1aDfAa7b5D713d7F36438A68F45a303,Fernando,fncruzz,1000000
0x3B44397f8b03eCB7fc8066420a96e32aaEa6532b,fettuccinealfredo,Fettuccine_eth,1000000
0x513A742E8b5De6511abe8CdB3f9a5FFeB7e1131a,FIEND,bfnwild,1000000
0x79cF2507732dF36C6514dcdC1cfB20ae83cF5B5D,Fin9ersMcGee,NFIceTea,1000000
0xf500777331fd53Aa236cfbb789441Bd61fAeB70f,Flaco,flacoxbt,1000000
0x3D61D94A51CB424b06ac2bF77E7fc5289C9Fb573,Flad,rethnel,1000000
0x5051afF7aEAA44336cAEda88FD4063EdF4e42D4B,flaw,flaw_3,1000000
